,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES,READ,HEAR,WRITE,TALK,STATUS
2517,,,desea,,,,,,,
2518,,,sida,,,,,,,
2519,,,obligación,,,,,,,
2520,,,oriente,,,,,,,
2521,,,colección,,,,,,,
2522,,,eficaz,,,,,,,
2523,,,exceso,,,,,,,
2524,,,evidencia,,,,,,,
2525,,,poderes,,,,,,,
2526,,,demostrar,,,,,,,
2527,,,muestran,,,,,,,
2528,,,protagonista,,,,,,,
2529,,,alcanza,,,,,,,
2530,,,recuerdos,,,,,,,
2531,,,montaña,,,,,,,
2532,,,dictadura,,,,,,,
2533,,,observa,,,,,,,
2534,,,indígenas,,,,,,,
2535,,,pasan,,,,,,,
2536,,,ortega,,,,,,,
2537,,,claridad,,,,,,,
2538,,,estuviera,,,,,,,
2539,,,consulta,,,,,,,
2540,,,financiero,,,,,,,
2541,,,inflación,,,,,,,
2542,,,senado,,,,,,,
2543,,,tropas,,,,,,,
2544,,,mexicana,,,,,,,
2545,,,correspondientes,,,,,,,
2546,,,levantó,,,,,,,
2547,,,vuelo,,,,,,,
2548,,,imperio,,,,,,,
2549,,,gana,,,,,,,
2550,,,agente,,,,,,,
2551,,,respuestas,,,,,,,
2552,,,civiles,,,,,,,
2553,,,pierde,,,,,,,
2554,,,moderno,,,,,,,
2555,,,homenaje,,,,,,,
2556,,,establecimiento,,,,,,,
2557,,,crea,,,,,,,
2558,,,fiestas,,,,,,,
2559,,,números,,,,,,,
2560,,,controlar,,,,,,,
2561,,,tratando,,,,,,,
2562,,,intenta,,,,,,,
2563,,,circulación,,,,,,,
2564,,,reserva,,,,,,,
2565,,,silla,,,,,,,
2566,,,franceses,,,,,,,
2567,,,expresa,,,,,,,
2568,,,escribió,,,,,,,
2569,,,virtud,,,,,,,
2570,,,satisfacción,,,,,,,
2571,,,huevos,,,,,,,
2572,,,vos,,,,,,,
2573,,,descenso,,,,,,,
2574,,,terrorismo,,,,,,,
2575,,,ecuador,,,,,,,
2576,,,chico,,,,,,,
2577,,,segura,,,,,,,
2578,,,contó,,,,,,,
2579,,,líderes,,,,,,,
2580,,,lentamente,,,,,,,
2581,,,historias,,,,,,,
2582,,,galicia,,,,,,,
2583,,,acompañado,,,,,,,
2584,,,décadas,,,,,,,
2585,,,reconoció,,,,,,,
2586,,,hago,,,,,,,
2587,,,apartado,,,,,,,
2588,,,feria,,,,,,,
2589,,,rueda,,,,,,,
2590,,,usuarios,,,,,,,
2591,,,útil,,,,,,,
2592,,,emilio,,,,,,,
2593,,,cumplimiento,,,,,,,
2594,,,transición,,,,,,,
2595,,,campeón,,,,,,,
2596,,,xx,,,,,,,
2597,,,verse,,,,,,,
2598,,,anteriormente,,,,,,,
2599,,,defender,,,,,,,
2600,,,cuáles,,,,,,,
2601,,,hecha,,,,,,,
2602,,,remedio,,,,,,,
2603,,,ponen,,,,,,,
2604,,,debo,,,,,,,
2605,,,procedimientos,,,,,,,
2606,,,gritos,,,,,,,
2607,,,círculo,,,,,,,
2608,,,norteamericanos,,,,,,,
2609,,,rojas,,,,,,,
2610,,,dirigido,,,,,,,
2611,,,delitos,,,,,,,
2612,,,avenida,,,,,,,
2613,,,alonso,,,,,,,
2614,,,obtuvo,,,,,,,
2615,,,matar,,,,,,,
2616,,,cortes,,,,,,,
2617,,,grados,,,,,,,
2618,,,previamente,,,,,,,
2619,,,publicación,,,,,,,
2620,,,aprendizaje,,,,,,,
2621,,,motor,,,,,,,
2622,,,crítico,,,,,,,
2623,,,señores,,,,,,,
2624,,,muchacha,,,,,,,
2625,,,rumbo,,,,,,,
2626,,,trato,,,,,,,
2627,,,arquitectura,,,,,,,
2628,,,querer,,,,,,,
2629,,,encargado,,,,,,,
2630,,,pensé,,,,,,,
2631,,,distrito,,,,,,,
2632,,,rápida,,,,,,,
2633,,,ay,,,,,,,
2634,,,campeonato,,,,,,,
2635,,,gabriel,,,,,,,
2636,,,maestros,,,,,,,
2637,,,reformas,,,,,,,
2638,,,explotación,,,,,,,
2639,,,católica,,,,,,,
2640,,,contenidos,,,,,,,
2641,,,sustancias,,,,,,,
2642,,,regresar,,,,,,,
2643,,,formado,,,,,,,
2644,,,creía,,,,,,,
2645,,,juzgado,,,,,,,
2646,,,bolivia,,,,,,,
2647,,,famoso,,,,,,,
2648,,,avance,,,,,,,
2649,,,particulares,,,,,,,
2650,,,usa,,,,,,,
2651,,,cerrar,,,,,,,
2652,,,aprobación,,,,,,,
2653,,,llamadas,,,,,,,
2654,,,termina,,,,,,,
2655,,,borde,,,,,,,
2656,,,fenómenos,,,,,,,
2657,,,of,,,,,,,
2658,,,metro,,,,,,,
2659,,,corrientes,,,,,,,
2660,,,dedicado,,,,,,,
2661,,,zaragoza,,,,,,,
2662,,,creen,,,,,,,
2663,,,continente,,,,,,,
2664,,,ventajas,,,,,,,
2665,,,clásico,,,,,,,
2666,,,orquesta,,,,,,,
2667,,,oye,,,,,,,
2668,,,analizar,,,,,,,
2669,,,ernesto,,,,,,,
2670,,,cuentan,,,,,,,
2671,,,diarios,,,,,,,
2672,,,dueño,,,,,,,
2673,,,actitudes,,,,,,,
2674,,,bajar,,,,,,,
2675,,,telefónica,,,,,,,
2676,,,rusia,,,,,,,
2677,,,coalición,,,,,,,
2678,,,gustaría,,,,,,,
2679,,,cerrado,,,,,,,
2680,,,descubierto,,,,,,,
2681,,,urbano,,,,,,,
2682,,,atentado,,,,,,,
2683,,,deportivo,,,,,,,
2684,,,viendo,,,,,,,
2685,,,órgano,,,,,,,
2686,,,asociaciones,,,,,,,
2687,,,instalación,,,,,,,
2688,,,hombros,,,,,,,
2689,,,introducción,,,,,,,
2690,,,demostrado,,,,,,,
2691,,,determinados,,,,,,,
2692,,,mostrar,,,,,,,
2693,,,atmósfera,,,,,,,
2694,,,gentes,,,,,,,
2695,,,moreno,,,,,,,
2696,,,sabido,,,,,,,
2697,,,diga,,,,,,,
2698,,,vender,,,,,,,
2699,,,dejaba,,,,,,,
2700,,,polémica,,,,,,,
2701,,,guillermo,,,,,,,
2702,,,vacaciones,,,,,,,
2703,,,vidas,,,,,,,
2704,,,mediados,,,,,,,
2705,,,subir,,,,,,,
2706,,,iniciar,,,,,,,
2707,,,droga,,,,,,,
2708,,,iv,,,,,,,
2709,,,asegurar,,,,,,,
2710,,,entusiasmo,,,,,,,
2711,,,prestigio,,,,,,,
2712,,,centrales,,,,,,,
2713,,,edificios,,,,,,,
2714,,,contestó,,,,,,,
2715,,,extraña,,,,,,,
2716,,,signos,,,,,,,
2717,,,cristo,,,,,,,
2718,,,permitir,,,,,,,
2719,,,sensibilidad,,,,,,,
2720,,,lógico,,,,,,,
2721,,,terminado,,,,,,,
2722,,,bar,,,,,,,
2723,,,comenzaron,,,,,,,
2724,,,ciudadano,,,,,,,
2725,,,actuaciones,,,,,,,
2726,,,particularmente,,,,,,,
2727,,,especialistas,,,,,,,
2728,,,canciones,,,,,,,
2729,,,golpes,,,,,,,
2730,,,pertenece,,,,,,,
2731,,,legislación,,,,,,,
2732,,,delegación,,,,,,,
2733,,,anoche,,,,,,,
2734,,,dignidad,,,,,,,
2735,,,armada,,,,,,,
2736,,,unidas,,,,,,,
2737,,,citado,,,,,,,
2738,,,conveniente,,,,,,,
2739,,,empresario,,,,,,,
2740,,,llaman,,,,,,,
2741,,,presos,,,,,,,
2742,,,expansión,,,,,,,
2743,,,radical,,,,,,,
2744,,,advirtió,,,,,,,
2745,,,tomando,,,,,,,
2746,,,comenzar,,,,,,,
2747,,,conforme,,,,,,,
2748,,,detenidos,,,,,,,
2749,,,deseos,,,,,,,
2750,,,impulso,,,,,,,
2751,,,dispone,,,,,,,
2752,,,necesarias,,,,,,,
2753,,,esquina,,,,,,,
2754,,,productores,,,,,,,
2755,,,ponerse,,,,,,,
2756,,,destaca,,,,,,,
2757,,,mantuvo,,,,,,,
2758,,,cola,,,,,,,
2759,,,tuviera,,,,,,,
2760,,,inmediata,,,,,,,
2761,,,mexicanos,,,,,,,
2762,,,socios,,,,,,,
2763,,,bajas,,,,,,,
2764,,,informes,,,,,,,
2765,,,romero,,,,,,,
2766,,,jefes,,,,,,,
2767,,,argumento,,,,,,,
2768,,,cultivo,,,,,,,
2769,,,vivía,,,,,,,
2770,,,opiniones,,,,,,,
2771,,,reloj,,,,,,,
2772,,,in,,,,,,,
2773,,,habido,,,,,,,
2774,,,riesgos,,,,,,,
2775,,,meta,,,,,,,
2776,,,gonzalo,,,,,,,
2777,,,laboratorio,,,,,,,
2778,,,comunicaciones,,,,,,,
2779,,,medias,,,,,,,
2780,,,elena,,,,,,,
2781,,,escolar,,,,,,,
2782,,,danza,,,,,,,
2783,,,terrible,,,,,,,
2784,,,notas,,,,,,,
2785,,,entero,,,,,,,
2786,,,suave,,,,,,,
2787,,,alejandro,,,,,,,
2788,,,activa,,,,,,,
2789,,,dirigida,,,,,,,
2790,,,eje,,,,,,,
2791,,,variedad,,,,,,,
2792,,,fácilmente,,,,,,,
2793,,,canción,,,,,,,
2794,,,cantidades,,,,,,,
2795,,,orientación,,,,,,,
2796,,,fotos,,,,,,,
2797,,,definir,,,,,,,
2798,,,masas,,,,,,,
2799,,,tabaco,,,,,,,
2800,,,aventura,,,,,,,
2801,,,próximas,,,,,,,
2802,,,pude,,,,,,,
2803,,,llegaba,,,,,,,
2804,,,conocidos,,,,,,,
2805,,,raíces,,,,,,,
2806,,,gravedad,,,,,,,
2807,,,blancos,,,,,,,
2808,,,gabinete,,,,,,,
2809,,,alfredo,,,,,,,
2810,,,municipio,,,,,,,
2811,,,arroz,,,,,,,
2812,,,potencial,,,,,,,
2813,,,islas,,,,,,,
2814,,,goles,,,,,,,
2815,,,oportunidades,,,,,,,
2816,,,estuvieron,,,,,,,
2817,,,caballero,,,,,,,
2818,,,colocar,,,,,,,
2819,,,comentarios,,,,,,,
2820,,,profundidad,,,,,,,
2821,,,comprensión,,,,,,,
2822,,,panorama,,,,,,,
2823,,,otan,,,,,,,
2824,,,revolucionario,,,,,,,
2825,,,síntesis,,,,,,,
2826,,,seno,,,,,,,
2827,,,anda,,,,,,,
2828,,,dependencia,,,,,,,
2829,,,primavera,,,,,,,
2830,,,aumenta,,,,,,,
2831,,,manifiesta,,,,,,,
2832,,,fruto,,,,,,,
2833,,,brillante,,,,,,,
2834,,,sindicato,,,,,,,
2835,,,fechas,,,,,,,
2836,,,torre,,,,,,,
2837,,,oscuridad,,,,,,,
2838,,,anuncio,,,,,,,
2839,,,intelectuales,,,,,,,
2840,,,ampliación,,,,,,,
2841,,,conservación,,,,,,,
2842,,,inicia,,,,,,,
2843,,,alcanzó,,,,,,,
2844,,,teniente,,,,,,,
2845,,,demuestra,,,,,,,
2846,,,salas,,,,,,,
2847,,,vital,,,,,,,
2848,,,pudieron,,,,,,,
2849,,,carreras,,,,,,,
2850,,,sabor,,,,,,,
2851,,,combate,,,,,,,
2852,,,efectivamente,,,,,,,
2853,,,lágrimas,,,,,,,
2854,,,disminución,,,,,,,
2855,,,plantea,,,,,,,
2856,,,provincial,,,,,,,
2857,,,miraba,,,,,,,
2858,,,caracas,,,,,,,
2859,,,situado,,,,,,,
2860,,,caballos,,,,,,,
2861,,,proteínas,,,,,,,
2862,,,biblioteca,,,,,,,
2863,,,recientes,,,,,,,
2864,,,afuera,,,,,,,
2865,,,jiménez,,,,,,,
2866,,,tasas,,,,,,,
2867,,,levanta,,,,,,,
2868,,,cuarta,,,,,,,
2869,,,taza,,,,,,,
2870,,,conclusiones,,,,,,,
2871,,,necesitan,,,,,,,
2872,,,negativa,,,,,,,
2873,,,dieta,,,,,,,
2874,,,alcanzado,,,,,,,
2875,,,andar,,,,,,,
2876,,,destacó,,,,,,,
2877,,,pilar,,,,,,,
2878,,,flor,,,,,,,
2879,,,suficientes,,,,,,,
2880,,,existentes,,,,,,,
2881,,,utilizan,,,,,,,
2882,,,ceremonia,,,,,,,
2883,,,ése,,,,,,,
2884,,,abogados,,,,,,,
2885,,,mantienen,,,,,,,
2886,,,castellano,,,,,,,
2887,,,vivido,,,,,,,
2888,,,representan,,,,,,,
2889,,,cámaras,,,,,,,
2890,,,aparecer,,,,,,,
2891,,,dioses,,,,,,,
2892,,,programación,,,,,,,
2893,,,bogotá,,,,,,,
2894,,,médica,,,,,,,
2895,,,opciones,,,,,,,
2896,,,permiso,,,,,,,
2897,,,verdes,,,,,,,
2898,,,mensajes,,,,,,,
2899,,,participantes,,,,,,,
2900,,,sacó,,,,,,,
2901,,,profesión,,,,,,,
2902,,,senador,,,,,,,
2903,,,alvarez,,,,,,,
2904,,,convocatoria,,,,,,,
2905,,,largas,,,,,,,
2906,,,afirmar,,,,,,,
2907,,,arma,,,,,,,
2908,,,americano,,,,,,,
2909,,,provincias,,,,,,,
2910,,,cuantos,,,,,,,
2911,,,proporción,,,,,,,
2912,,,rival,,,,,,,
2913,,,angustia,,,,,,,
2914,,,escasa,,,,,,,
2915,,,largos,,,,,,,
2916,,,granada,,,,,,,
2917,,,destrucción,,,,,,,
2918,,,europeas,,,,,,,
2919,,,podríamos,,,,,,,
2920,,,celebración,,,,,,,
2921,,,traje,,,,,,,
2922,,,parecían,,,,,,,
2923,,,jurídico,,,,,,,
2924,,,techo,,,,,,,
2925,,,elevado,,,,,,,
2926,,,financiera,,,,,,,
2927,,,jean,,,,,,,
2928,,,utilizando,,,,,,,
2929,,,cubrir,,,,,,,
2930,,,descanso,,,,,,,
2931,,,percepción,,,,,,,
2932,,,iu,,,,,,,
2933,,,bosque,,,,,,,
2934,,,continuidad,,,,,,,
2935,,,británico,,,,,,,
2936,,,financiación,,,,,,,
2937,,,bienestar,,,,,,,
2938,,,afectados,,,,,,,
2939,,,consejero,,,,,,,
2940,,,dé,,,,,,,
2941,,,diría,,,,,,,
2942,,,descubrimiento,,,,,,,
2943,,,escándalo,,,,,,,
2944,,,estancia,,,,,,,
2945,,,seguros,,,,,,,
2946,,,argumentos,,,,,,,
2947,,,espero,,,,,,,
2948,,,deportes,,,,,,,
2949,,,informa,,,,,,,
2950,,,preparado,,,,,,,
2951,,,negó,,,,,,,
2952,,,añadir,,,,,,,
2953,,,corona,,,,,,,
2954,,,cabezas,,,,,,,
2955,,,cadáver,,,,,,,
2956,,,iguales,,,,,,,
2957,,,pendiente,,,,,,,
2958,,,relacionados,,,,,,,
2959,,,abuelo,,,,,,,
2960,,,decirle,,,,,,,
2961,,,normalmente,,,,,,,
2962,,,oficinas,,,,,,,
2963,,,revisión,,,,,,,
2964,,,frecuentes,,,,,,,
2965,,,institucional,,,,,,,
2966,,,cae,,,,,,,
2967,,,previa,,,,,,,
2968,,,ricos,,,,,,,
2969,,,símbolo,,,,,,,
2970,,,sostiene,,,,,,,
2971,,,capa,,,,,,,
2972,,,temporal,,,,,,,
2973,,,vigilancia,,,,,,,
2974,,,mínima,,,,,,,
2975,,,columna,,,,,,,
2976,,,ves,,,,,,,
2977,,,ofrecen,,,,,,,
2978,,,acababa,,,,,,,
2979,,,determinada,,,,,,,
2980,,,ciu,,,,,,,
2981,,,salsa,,,,,,,
2982,,,ruta,,,,,,,
2983,,,cursos,,,,,,,
2984,,,huesos,,,,,,,
2985,,,permitido,,,,,,,
2986,,,difíciles,,,,,,,
2987,,,amiga,,,,,,,
2988,,,observación,,,,,,,
2989,,,escritores,,,,,,,
2990,,,asumir,,,,,,,
2991,,,sufrido,,,,,,,
2992,,,setenta,,,,,,,
2993,,,dejaron,,,,,,,
2994,,,guía,,,,,,,
2995,,,haría,,,,,,,
2996,,,nervioso,,,,,,,
2997,,,vivos,,,,,,,
2998,,,dimensiones,,,,,,,
2999,,,atender,,,,,,,
3000,,,contratos,,,,,,,
3001,,,fidel,,,,,,,
3002,,,bandera,,,,,,,
3003,,,quedarse,,,,,,,
3004,,,regular,,,,,,,
3005,,,india,,,,,,,
3006,,,presupuestos,,,,,,,
3007,,,rendimiento,,,,,,,
3008,,,igualdad,,,,,,,
3009,,,tocar,,,,,,,
3010,,,jurídica,,,,,,,
3011,,,confusión,,,,,,,
3012,,,sufrir,,,,,,,
3013,,,descripción,,,,,,,
3014,,,ilusión,,,,,,,
3015,,,bajos,,,,,,,
3016,,,actriz,,,,,,,
3017,,,perfil,,,,,,,
3018,,,malos,,,,,,,
3019,,,consideró,,,,,,,
3020,,,posiblemente,,,,,,,
3021,,,tiro,,,,,,,
3022,,,colonia,,,,,,,
3023,,,premios,,,,,,,
3024,,,espectadores,,,,,,,
3025,,,banesto,,,,,,,
3026,,,dedo,,,,,,,
3027,,,determinadas,,,,,,,
3028,,,humo,,,,,,,
3029,,,sujetos,,,,,,,
3030,,,oeste,,,,,,,
3031,,,espaldas,,,,,,,
3032,,,gira,,,,,,,
3033,,,hoja,,,,,,,
3034,,,integrantes,,,,,,,
3035,,,rural,,,,,,,
3036,,,nariz,,,,,,,
3037,,,esencia,,,,,,,
3038,,,cura,,,,,,,
3039,,,reducido,,,,,,,
3040,,,perfecto,,,,,,,
3041,,,intentó,,,,,,,
3042,,,gustavo,,,,,,,
3043,,,básicos,,,,,,,
3044,,,enemigos,,,,,,,
3045,,,muestras,,,,,,,
3046,,,insistió,,,,,,,
3047,,,letra,,,,,,,
3048,,,pescado,,,,,,,
3049,,,automóvil,,,,,,,
3050,,,testigos,,,,,,,
3051,,,toneladas,,,,,,,
3052,,,fama,,,,,,,
3053,,,impedir,,,,,,,
3054,,,eliminar,,,,,,,
3055,,,facilidad,,,,,,,
3056,,,templo,,,,,,,
3057,,,reservas,,,,,,,
3058,,,iglesias,,,,,,,
3059,,,privadas,,,,,,,
3060,,,logra,,,,,,,
3061,,,necesariamente,,,,,,,
3062,,,ofreció,,,,,,,
3063,,,ue,,,,,,,
3064,,,electorales,,,,,,,
3065,,,existir,,,,,,,
3066,,,ópera,,,,,,,
3067,,,emoción,,,,,,,
3068,,,testigo,,,,,,,
3069,,,maneras,,,,,,,
3070,,,dato,,,,,,,
3071,,,ácido,,,,,,,
3072,,,banca,,,,,,,
3073,,,formal,,,,,,,
3074,,,canto,,,,,,,
3075,,,identificación,,,,,,,
3076,,,directiva,,,,,,,
3077,,,relativamente,,,,,,,
3078,,,preparar,,,,,,,
3079,,,blancas,,,,,,,
3080,,,destacar,,,,,,,
3081,,,julián,,,,,,,
3082,,,núcleo,,,,,,,
3083,,,frases,,,,,,,
3084,,,hiciera,,,,,,,
3085,,,sencillo,,,,,,,
3086,,,colectiva,,,,,,,
3087,,,femenino,,,,,,,
3088,,,cristal,,,,,,,
3089,,,seco,,,,,,,
3090,,,débil,,,,,,,
3091,,,cebolla,,,,,,,
3092,,,federico,,,,,,,
3093,,,consigue,,,,,,,
3094,,,religiosa,,,,,,,
3095,,,pérdidas,,,,,,,
3096,,,realizan,,,,,,,
3097,,,plato,,,,,,,
3098,,,curiosidad,,,,,,,
3099,,,instancia,,,,,,,
3100,,,monte,,,,,,,
3101,,,ética,,,,,,,
3102,,,química,,,,,,,
3103,,,hablado,,,,,,,
3104,,,permita,,,,,,,
3105,,,merece,,,,,,,
3106,,,salen,,,,,,,
3107,,,pujol,,,,,,,
3108,,,cientos,,,,,,,
3109,,,desarrollado,,,,,,,
3110,,,dr,,,,,,,
3111,,,daños,,,,,,,
3112,,,romper,,,,,,,
3113,,,alternativas,,,,,,,
3114,,,mediodía,,,,,,,
3115,,,externa,,,,,,,
3116,,,galería,,,,,,,
3117,,,fotografías,,,,,,,
3118,,,hablan,,,,,,,
3119,,,legales,,,,,,,
3120,,,desarrolla,,,,,,,
3121,,,habíamos,,,,,,,
3122,,,salto,,,,,,,
3123,,,art,,,,,,,
3124,,,gutiérrez,,,,,,,
3125,,,portugal,,,,,,,
3126,,,moscú,,,,,,,
3127,,,perros,,,,,,,
3128,,,plazas,,,,,,,
3129,,,responsabilidades,,,,,,,
3130,,,gil,,,,,,,
3131,,,ataques,,,,,,,
3132,,,positiva,,,,,,,
3133,,,tranquilo,,,,,,,
3134,,,toca,,,,,,,
3135,,,costumbres,,,,,,,
3136,,,adultos,,,,,,,
3137,,,aparentemente,,,,,,,
3138,,,obispo,,,,,,,
3139,,,acusado,,,,,,,
3140,,,incluyendo,,,,,,,
3141,,,odio,,,,,,,
3142,,,contactos,,,,,,,
3143,,,bomba,,,,,,,
3144,,,reacciones,,,,,,,
3145,,,vueltas,,,,,,,
3146,,,estábamos,,,,,,,
3147,,,desaparición,,,,,,,
3148,,,rincón,,,,,,,
3149,,,gris,,,,,,,
3150,,,hacemos,,,,,,,
3151,,,mercedes,,,,,,,
3152,,,intercambio,,,,,,,
3153,,,créditos,,,,,,,
3154,,,característica,,,,,,,
3155,,,heridos,,,,,,,
3156,,,comunistas,,,,,,,
3157,,,deberían,,,,,,,
3158,,,dirigió,,,,,,,
3159,,,sentirse,,,,,,,
3160,,,harina,,,,,,,
3161,,,dinámica,,,,,,,
3162,,,garantizar,,,,,,,
3163,,,tarjeta,,,,,,,
3164,,,consenso,,,,,,,
3165,,,financieros,,,,,,,
3166,,,llamados,,,,,,,
3167,,,consiguiente,,,,,,,
3168,,,secretos,,,,,,,
3169,,,debían,,,,,,,
3170,,,dispuestos,,,,,,,
3171,,,pensado,,,,,,,
3172,,,surge,,,,,,,
3173,,,pepe,,,,,,,
3174,,,existía,,,,,,,
3175,,,espectador,,,,,,,
3176,,,precisa,,,,,,,
3177,,,jurado,,,,,,,
3178,,,agencias,,,,,,,
3179,,,convencido,,,,,,,
3180,,,fiscales,,,,,,,
3181,,,córdoba,,,,,,,
3182,,,oreja,,,,,,,
3183,,,alemana,,,,,,,
3184,,,chicos,,,,,,,
3185,,,ochenta,,,,,,,
3186,,,botella,,,,,,,
3187,,,femenina,,,,,,,
3188,,,examen,,,,,,,
3189,,,ambiental,,,,,,,
3190,,,pri,,,,,,,
3191,,,pasaron,,,,,,,
3192,,,contaba,,,,,,,
3193,,,barrios,,,,,,,
3194,,,llevaron,,,,,,,
3195,,,policial,,,,,,,
3196,,,invitados,,,,,,,
3197,,,entrenador,,,,,,,
3198,,,risa,,,,,,,
3199,,,circunstancia,,,,,,,
3200,,,tendencias,,,,,,,
3201,,,etapas,,,,,,,
3202,,,roca,,,,,,,
3203,,,comparación,,,,,,,
3204,,,provoca,,,,,,,
3205,,,vieron,,,,,,,
3206,,,muñoz,,,,,,,
3207,,,autónoma,,,,,,,
3208,,,prevención,,,,,,,
3209,,,dama,,,,,,,
3210,,,líquido,,,,,,,
3211,,,estarán,,,,,,,
3212,,,xviii,,,,,,,
3213,,,decidir,,,,,,,
3214,,,tribunales,,,,,,,
3215,,,calma,,,,,,,
3216,,,suficientemente,,,,,,,
3217,,,comentario,,,,,,,
3218,,,tv,,,,,,,
3219,,,garantía,,,,,,,
3220,,,protagonistas,,,,,,,
3221,,,mandato,,,,,,,
3222,,,temprano,,,,,,,
3223,,,artística,,,,,,,
3224,,,obreros,,,,,,,
3225,,,quinto,,,,,,,
3226,,,imprescindible,,,,,,,
3227,,,retrato,,,,,,,
3228,,,cero,,,,,,,
3229,,,ésa,,,,,,,
3230,,,desaparecido,,,,,,,
3231,,,soviética,,,,,,,
3232,,,temperaturas,,,,,,,
3233,,,baile,,,,,,,
3234,,,curioso,,,,,,,
3235,,,fronteras,,,,,,,
3236,,,ensayo,,,,,,,
3237,,,desconocido,,,,,,,
3238,,,dichos,,,,,,,
3239,,,queso,,,,,,,
3240,,,vecino,,,,,,,
3241,,,empresarial,,,,,,,
3242,,,mueve,,,,,,,
3243,,,sanidad,,,,,,,
3244,,,medicamentos,,,,,,,
3245,,,organizado,,,,,,,
3246,,,izquierdo,,,,,,,
3247,,,conozco,,,,,,,
3248,,,lujo,,,,,,,
3249,,,terroristas,,,,,,,
3250,,,euros,,,,,,,
3251,,,americana,,,,,,,
3252,,,ayudas,,,,,,,
3253,,,coste,,,,,,,
3254,,,rosario,,,,,,,
3255,,,ap,,,,,,,
3256,,,enseguida,,,,,,,
3257,,,lectores,,,,,,,
3258,,,emergencia,,,,,,,
3259,,,clásica,,,,,,,
3260,,,reglamento,,,,,,,
3261,,,dará,,,,,,,
3262,,,sindical,,,,,,,
3263,,,raro,,,,,,,
3264,,,alimento,,,,,,,
3265,,,poblaciones,,,,,,,
3266,,,ronda,,,,,,,
3267,,,horizonte,,,,,,,
3268,,,trastornos,,,,,,,
3269,,,kilos,,,,,,,
3270,,,necesitaba,,,,,,,
3271,,,obliga,,,,,,,
3272,,,nuclear,,,,,,,
3273,,,rigor,,,,,,,
3274,,,correo,,,,,,,
3275,,,estética,,,,,,,
3276,,,zapatos,,,,,,,
3277,,,ponía,,,,,,,
3278,,,intensa,,,,,,,
3279,,,bloque,,,,,,,
3280,,,sombras,,,,,,,
3281,,,transmisión,,,,,,,
3282,,,consigo,,,,,,,
3283,,,misterio,,,,,,,
3284,,,gustaba,,,,,,,
3285,,,cerró,,,,,,,
3286,,,inútil,,,,,,,
3287,,,palma,,,,,,,
3288,,,turno,,,,,,,
3289,,,aviones,,,,,,,
3290,,,uruguay,,,,,,,
3291,,,expectativas,,,,,,,
3292,,,comisiones,,,,,,,
3293,,,imaginar,,,,,,,
3294,,,grito,,,,,,,
3295,,,idioma,,,,,,,
3296,,,obtenido,,,,,,,
3297,,,realizadas,,,,,,,
3298,,,privados,,,,,,,
3299,,,antecedentes,,,,,,,
3300,,,cumple,,,,,,,
3301,,,provocar,,,,,,,
3302,,,nicolás,,,,,,,
3303,,,síndrome,,,,,,,
3304,,,llorar,,,,,,,
3305,,,mariano,,,,,,,
3306,,,lorenzo,,,,,,,
3307,,,deber,,,,,,,
3308,,,ramas,,,,,,,
3309,,,planificación,,,,,,,
3310,,,revistas,,,,,,,
3311,,,tienda,,,,,,,
3312,,,embajada,,,,,,,
3313,,,lento,,,,,,,
3314,,,recoge,,,,,,,
3315,,,separación,,,,,,,
3316,,,resumen,,,,,,,
3317,,,beber,,,,,,,
3318,,,coches,,,,,,,
3319,,,actúa,,,,,,,
3320,,,terrenos,,,,,,,
3321,,,sentí,,,,,,,
3322,,,canales,,,,,,,
3323,,,caminar,,,,,,,
3324,,,firmado,,,,,,,
3325,,,salía,,,,,,,
3326,,,verdaderamente,,,,,,,
3327,,,coordinación,,,,,,,
3328,,,cantante,,,,,,,
3329,,,contigo,,,,,,,
3330,,,precisión,,,,,,,
3331,,,caído,,,,,,,
3332,,,cercano,,,,,,,
3333,,,huevo,,,,,,,
3334,,,multitud,,,,,,,
3335,,,exigencias,,,,,,,
3336,,,sufrió,,,,,,,
3337,,,corre,,,,,,,
3338,,,sucedido,,,,,,,
3339,,,testimonio,,,,,,,
3340,,,apariencia,,,,,,,
3341,,,juega,,,,,,,
3342,,,estima,,,,,,,
3343,,,onu,,,,,,,
3344,,,infraestructura,,,,,,,
3345,,,posesión,,,,,,,
3346,,,trató,,,,,,,
3347,,,orgullo,,,,,,,
3348,,,previo,,,,,,,
3349,,,vigor,,,,,,,
3350,,,conocen,,,,,,,
3351,,,informaciones,,,,,,,
3352,,,madres,,,,,,,
3353,,,redes,,,,,,,
3354,,,contaminación,,,,,,,
3355,,,adquirir,,,,,,,
3356,,,sirven,,,,,,,
3357,,,venga,,,,,,,
3358,,,favorable,,,,,,,
3359,,,primaria,,,,,,,
3360,,,salinas,,,,,,,
3361,,,renuncia,,,,,,,
3362,,,accidentes,,,,,,,
3363,,,tránsito,,,,,,,
3364,,,heridas,,,,,,,
3365,,,comprende,,,,,,,
3366,,,cliente,,,,,,,
3367,,,confirmó,,,,,,,
3368,,,individuales,,,,,,,
3369,,,acá,,,,,,,
3370,,,ordenó,,,,,,,
3371,,,solicitud,,,,,,,
3372,,,tragedia,,,,,,,
3373,,,levantar,,,,,,,
3374,,,comando,,,,,,,
3375,,,oriental,,,,,,,
3376,,,procedentes,,,,,,,
3377,,,detuvo,,,,,,,
